record_id,source_system,customer_id,customer_name,customer_email,order_id,source_system_clean,customer_name_clean,clean_age,gender_clean,country_clean,product_category_clean,quantity_clean,unit_price_clean,discount_clean,shipping_cost_clean,item_weight_clean,payment_method_clean,order_status_clean,returned_flag_clean,satisfaction_score_clean,loyalty_points_clean,site_visits_last30_clean,support_tickets_90d_clean,distance_to_warehouse_km_clean,customer_segment_clean,order_date_clean,delivery_date_clean,delivery_duration_clean,customer_timezone,ingestion_batch,data_source_note
GM-01097,web,CUST-000062,Jürgen Davis,jrgen.davis476@company.com,ORD-NM85R0DB,Web,Jürgen Davis,68.0,Prefer not to say,France,Fashion & Apparel,100.0,242.32,13.0,27.61,7.347,Apple Pay,Completed,0,5.0,380,12,0,562.45,At Risk,2026-02-18,2026-03-11,21,UTC+8,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01493,Partner API,CUST-000473,Amina Wong,amina.wong132@gmail.com,ORD-BOT78Y8I,Partner-API,Amina Wong,34.0,Male,Philippines,Electronics,2.0,18204.68,30.1,1354.16,5.36,Cash on Delivery,Completed,0,,457,9,0,9999.0,VIP,2024-09-25,2024-10-23,28,PHT,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-00867,marketplace,CUST-000267,Lucas Núñez,lucas.nez60@yahoo.com,ORD-1TPCCDRB,Marketplace,Lucas Núñez,68.0,,Canada,Sports & Fitness,,262.26,0.07,4.72,5.429,,Returned/Refunded,,5.0,65,2,0,1086.05,,2025-01-19,2025-02-16,28,PST,batch_C_windows1252,Dates came from mixed regional settings.
GM-00509,web,CUST-001161,Aiko Miller,aiko.miller545@gmail.com,ORD-VSYHEGKJ,Web,Aiko Miller,64.0,,Japan,Electronics,1.0,75198.34,2.1,167.67,3.45,Credit Card,Completed,0,5.0,732,10,0,371.52,At Risk,2024-05-07,2024-05-16,9,America/New_York,batch_B_latin1,Dates came from mixed regional settings.
GM-01164,mobile,CUST-000304,Emma Garcia,emma.garcia578@yahoo.com,ORD-NDN0CE9Y,Mobile App,Emma Garcia,59.0,Male,France,Books & Media,2.0,,8.7,27.81,2.347,Debit Card,Completed,0,1.0,,19,0,426.29,Occasional,2024-07-18,2024-08-15,28,,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00142,mobile,CUST-000054,José Núñez,jos.nez482@gmai.com,ORD-IRHECY11,Mobile App,José Núñez,46.0,Female,,Home & Kitchen,2.0,188.58,16.1,28.89,13.2,Apple Pay,Completed,0,3.0,922,20,0,1401.2,VIP,2025-01-13,2025-02-06,24,America/New_York,batch_A_utf8,Dates came from mixed regional settings.
GM-00594,web,CUST-000594,Jürgen Hernández,jrgen.hernndez483@outlook.com,ORD-6CUX94XB,Web,Jürgen Hernández,24.0,Male,Singapore,Home & Kitchen,1.0,135.41,0.23,12.25,6.56,Credit Card,Returned/Refunded,,,1183,16,3,28.92,VIP,2025-06-14,2025-07-07,23,AEST,batch_C_windows1252,Currency conversion not yet standardized.
GM-01840,mobile,CUST-000284,Olivia Núñez,olivia.nez at gmai.com,ORD-T1VAUHW1,Mobile App,Olivia Núñez,47.0,Female,United States,Health & Beauty,1.0,130.58,0.7,30.9,1.734,Bank Transfer,Shipped,0,2.0,578,13,3,,,2024-11-04,,,America/New_York,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00186,,CUST-000292,María Lopez,mara.lopez274@gmail.com,ORD-HDSZW1YE,,María Lopez,24.0,,Brazil,Home & Kitchen,2.0,1132.44,55.2,127.02,6282.0,Credit Card,Completed,0,4.0,210,15,0,200.47,New,2026-02-01,,,CET,legacy_excel_export,Currency conversion not yet standardized.
GM-00270,marketplace,CUST-000944,Søren Brown,sren.brown639@company.com,ORD-THSCWD7X,Marketplace,Søren Brown,76.0,Non-Binary,France,Sports & Fitness,2.0,137.9,10.4,17.12,3.586,PayPal,Completed,0,1.0,493,20,1,1283.11,At Risk,2025-06-04,2025-06-06,2,Europe/Zurich,batch_C_windows1252,Currency conversion not yet standardized.
GM-00058,partner-api,CUST-001300,Ava Cruz,ava.cruz193@gmail.com,ORD-QOMTS1EG,Partner-API,Ava Cruz,58.0,Female,France,Books & Media,5.0,6.76,19.8,27.57,5.485,Apple Pay,Completed,,5.0,317,11,0,263.86,,2025-02-18,2025-03-24,34,JST,api_stream_v2,Duplicate order records possible due to API retry.
GM-01176,,CUST-000121,Mateo Johnson,mateo.johnson592@gmai.com,ORD-8KNTBVBC,,Mateo Johnson,37.0,Male,United States,Electronics,3.0,695.23,,5.31,6.95,Cash on Delivery,Completed,0,2.0,354,5,1,,Loyal,2025-10-04,,,EST,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00959,web,CUST-001105,,ava.garca104@yahoo.com,ORD-S97ZW1RO,Web,,72.0,Male,Germany,Health & Beauty,1.0,74.67,27.0,27.53,,Credit Card,Completed,0,4.0,661,19,0,568.81,Loyal,2026-06-01,2026-06-07,6,,batch_C_windows1252,Currency conversion not yet standardized.
GM-01122,Mobile App,CUST-000397,Léa Kim,la.kim560@gmail.com,ORD-0316EHXL,Mobile App,Léa Kim,40.0,Non-Binary,Philippines,Sports & Fitness,1.0,3691.6,3.7,1068.8,5.39,Unknown Card,Shipped,0,4.0,469,8,0,22.0,Loyal,2024-12-27,,,PHT,api_stream_v2,Some returns are recorded only in support tickets.
GM-01694,Call Center,CUST-000036,Sofia Schneider,sofia.schneider151@outlook.com,ORD-6OB4960D,Call Center,Sofia Schneider,72.0,Prefer not to say,Canada,Health & Beauty,2.0,57.57,16.3,39.14,4.366,Unknown Card,Completed,0,3.0,1101,11,1,893.46,Loyal,2024-10-05,2024-10-11,6,,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01273,partner-api,CUST-000928,Đức Dela Cruz,c.dela.cruz652@company.com,ORD-O6TIQJER,Partner-API,Đức Dela Cruz,37.0,,Philippines,Sports & Fitness,4.0,15215.45,,1764.48,2.013,PayPal,Shipped,0,5.0,498,3,2,34.89,At Risk,2025-09-12,2025-09-19,7,EST,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01161,Call Center,CUST-000893,Ethan Lopez,ethan.lopez62@company.com,ORD-2H6O4PSU,Call Center,Ethan Lopez,36.0,Male,Brazil,Home & Kitchen,1.0,756.29,,53.6,13.582,PayPal,Completed,0,3.0,700,7,1,1559.13,VIP,2025-05-11,2025-09-05,117,Asia/Manila,api_stream_v2,Duplicate order records possible due to API retry.
GM-01295,web,CUST-000072,Maria Nguyễn,maria.nguyn at outlook.com,ORD-0T3GEMNI,Web,Maria Nguyễn,68.0,Male,Canada,Electronics,1.0,869.36,13.3,34.62,2.79,Apple Pay,Failed,,4.0,314,24,1,131.08,Loyal,2024-08-14,2024-08-26,12,Europe/Zurich,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00459,marketplace,CUST-000883,,ava.santos635@yahoo.com,ORD-XVD2DHW5,Marketplace,,21.0,Male,Singapore,Electronics,1.0,510.81,10.0,12.96,4.58,Credit Card,Shipped,0,2.0,313,21,1,22.15,New,2024-04-15,,,,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01833,mobile,CUST-000132,Aiko Wong,aiko.wong148@outlook.com,ORD-H270D20E,Mobile App,Aiko Wong,52.0,,Philippines,Health & Beauty,3.0,720.88,22.6,1701.72,6.026,Debit Card,Completed,0,5.0,,,1,26.71,At Risk,2024-10-02,2024-10-10,8,EST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01188,Call Center,CUST-000626,Søren Hernández,sren.hernndez112@yahoo.com,ORD-MIO0VTXN,Call Center,Søren Hernández,50.0,Female,Switzerland,Fashion & Apparel,2.0,189.37,10.2,28.13,7.204,GCash,Completed,0,5.0,104,10,4,679.4,Loyal,2024-09-14,2024-09-22,8,UTC+8,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00958,in-store,CUST-001254,RenÃ©e Smith,rene.smith191@outlook.com,ORD-63EJ3HXA,In-Store,Renée Smith,50.0,Male,Canada,Books & Media,1.0,33.4,22.2,,4.153,Bank Transfer,Completed,,3.0,739,24,0,956.06,At Risk,2026-10-23,2026-11-10,18,GMT+1,legacy_excel_export,Dates came from mixed regional settings.
GM-01451,partner-api,CUST-000561,Olivia Tan,olivia.tan740@company.com,ORD-RWVQU2CJ,Partner-API,Olivia Tan,66.0,Female,Philippines,Electronics,,36187.47,8.0,402.83,2.57,Apple Pay,Pending,0,2.0,0,9,0,34.04,Occasional,2024-07-15,2024-08-05,21,America/New_York,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00975,Web ,CUST-001036,Juan Schneider,juan.schneider921@gmai.com,ORD-TXTIDRO3,Web,Juan Schneider,37.0,,Germany,Sports & Fitness,1.0,59.25,0.2,27.27,1.306,Cash on Delivery,Completed,,3.0,419,27,1,411.06,Loyal,2024-04-13,2024-07-05,83,,api_stream_v2,Some returns are recorded only in support tickets.
GM-00408,marketplace,CUST-000696,Siti Nguyễn,siti.nguyn733@company.com,ORD-ZVTPH61I,Marketplace,Siti Nguyễn,32.0,Non-Binary,Germany,Electronics,1.0,356.14,5.9,29.99,0.586,,Completed,0,3.0,844,15,3,857.91,Loyal,,2026-10-01,,,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-01034,call centre,CUST-000009,Björk Kim,bjrk.kim232@company.com,ORD-WZ84F358,Call Center,Björk Kim,54.0,Male,Canada,Health & Beauty,1.0,54.35,24.0,18.08,5.81,Debit Card,Completed,0,4.0,387,8,10,1025.46,New,2025-12-16,2026-01-19,34,Asia/Manila,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00525,Partner API,CUST-001090,Juan Davis,juan.davis247@gmail.com,ORD-RIXG2RJF,Partner-API,Juan Davis,66.0,Male,Germany,Fashion & Apparel,2.0,272.29,13.0,8.15,4.437,GCash,Pending,0,1.0,55,7,0,464.61,VIP,2024-05-04,2024-05-09,5,UTC+8,legacy_excel_export,Dates came from mixed regional settings.
GM-00571,WEB,CUST-001137,Mia Nguyễn,mia.nguyn408@hotmail.com,ORD-SPK7SCKU,Web,Mia Nguyễn,66.0,,Singapore,Health & Beauty,2.0,48.38,30.3,,6.204,GCash,Completed,0,3.0,514,2,1,8.59,Loyal,2024-04-14,2024-04-17,3,PHT,batch_C_windows1252,Currency conversion not yet standardized.
GM-00471,Store,CUST-000705,Chloé Wilson,chlo.wilson177@outlook.com,ORD-EA1JZDZ1,In-Store,Chloé Wilson,70.0,Male,Philippines,Home & Kitchen,2.0,8393.31,7.3,830.65,,Credit Card,Returned/Refunded,,5.0,106,14,1,,New,2024-05-23,2024-05-31,8,PST,batch_B_latin1,Dates came from mixed regional settings.
GM-00507,Store,CUST-000662,Mia MÃ¼ller,mia.mller529@gmai.com,ORD-P79YIO0E,In-Store,Mia Müller,,Prefer not to say,Canada,Home & Kitchen,1.0,249.33,2.3,4.71,14.085,Cash on Delivery,Returned/Refunded,,4.0,549,17,0,,Occasional,2026-01-18,2026-02-16,29,CET,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00008,Market Place,CUST-000360,Léa Smith,la.smith826@yahoo.com,ORD-37D4IVSO,Marketplace,Léa Smith,,Male,Germany,Books & Media,2.0,34.21,13.3,31.27,2.222,Apple Pay,Cancelled,0,,417,0,0,85.39,VIP,2025-08-02,2025-08-07,5,America/New_York,batch_A_utf8,Dates came from mixed regional settings.
GM-01754,in-store,CUST-000494,Noah Nguyễn,noah.nguyn538@company.com,ORD-MQZ8RQZA,In-Store,Noah Nguyễn,18.0,,Brazil,Health & Beauty,3.0,460.69,5.9,127.33,5.47939136,Apple Pay,Completed,0,5.0,417,14,1,1376.0,Occasional,2026-01-10,2026-10-02,265,,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01319,Call Center,CUST-000460,Mateo Nguyễn,mateo.nguyn120@company.com,ORD-VTJQSBVY,Call Center,Mateo Nguyễn,16.0,,Switzerland,Home & Kitchen,1.0,,10.1,26.8,13.45,Apple Pay,Completed,0,2.0,655,0,2,965.09,New,2024-03-06,2024-03-13,7,AEST,batch_A_utf8,Currency conversion not yet standardized.
GM-00466,mobile,CUST-000480,Juan O’Connor,juan.oconnor657@example..com,ORD-GVP6U3T7,Mobile App,Juan O'Connor,61.0,,Australia,Health & Beauty,4.0,154.15,20.6,15.24,0.572,Debit Card,Completed,0,5.0,799,6,3,1157.4,Loyal,2025-05-11,,,PHT,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01369,mobile,CUST-000963,Søren Davis,sren.davis316@hotmail.com,ORD-IGG9RS9M,Mobile App,Søren Davis,23.0,,Brazil,Sports & Fitness,1.0,185.67,1.2,23.04,1.846,Cash on Delivery,Completed,0,1.0,459,17,0,1423.23,Loyal,,2026-02-26,,PHT,legacy_excel_export,Dates came from mixed regional settings.
GM-00613,call centre,CUST-000967,Ethan Santos,ethan.santos547@company.com,ORD-ZFP7M2UH,Call Center,Ethan Santos,60.0,Non-Binary,Australia,Books & Media,5.0,75.45,14.0,34.9,7888.0,GCash,Returned/Refunded,,1.0,468,2,35,492.99,At Risk,2024-08-09,2024-10-11,63,PHT,batch_C_windows1252,Currency conversion not yet standardized.
GM-01588,Store,CUST-001167,Jürgen Lopez,jrgen.lopez668@gmail.com,ORD-PRX3JNL4,In-Store,Jürgen Lopez,48.0,Male,Singapore,Books & Media,1.0,107.6,2.4,3.32,,Apple Pay,Failed,0,1.0,451,5,0,56.88,VIP,2024-02-05,2024-02-25,20,AEST,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01125,Web ,CUST-000743,Sofia García,,ORD-AA2I6OC3,Web,Sofia García,33.0,,Germany,Books & Media,1.0,5.38,13.9,24.67,6.4863656,Debit Card,Completed,0,3.0,,13,0,553.2,Loyal,2024-05-09,,,Europe/Zurich,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01195,Web ,CUST-000882,MARÍA SANTOS,,ORD-USG7DXRG,Web,MARÍA SANTOS,44.0,,Brazil,Electronics,50.0,494.01,5.0,25.57,2.212,PayPal,Completed,,,523,,4,736.63,At Risk,2026-01-23,2026-02-14,22,UTC+8,batch_C_windows1252,Dates came from mixed regional settings.
GM-00195,Partner API,CUST-001136,Léa Nguyễn,la.nguyn523@gmai.com,ORD-S4SZXQ1K,Partner-API,Léa Nguyễn,37.0,Female,France,Sports & Fitness,1.0,234.55,6.5,28.74,3.576,PayPal,Pending,0,1.0,,8,0,519.62,VIP,2024-10-04,2024-10-24,20,GMT+1,batch_B_latin1,Dates came from mixed regional settings.
GM-01157,Call Center,CUST-000713,Léa Müller,la.mller160@gmai.com,ORD-LALPJHO6,Call Center,Léa Müller,55.0,Non-Binary,France,Sports & Fitness,2.0,16.96,10.0,3.63,5858.0,Apple Pay,Completed,0,2.0,289,8,1,143.73,Loyal,2025-10-17,,,,api_stream_v2,Some returns are recorded only in support tickets.
GM-01217,Mobile App,CUST-000128,Jay Kim,,ORD-3ODBKJMY,Mobile App,Jay Kim,63.0,,,Health & Beauty,4.0,180.19,6.3,34.28,5.98,PayPal,Completed,0,5.0,90,7,0,1072.95,New,2024-02-29,2024-03-27,27,Europe/Zurich,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01520,in-store,CUST-000384,Jay Garcia,jay.garcia794@hotmail.com,ORD-2VE06422,In-Store,Jay Garcia,22.0,Non-Binary,France,Electronics,2.0,187.14,11.3,,,Bank Transfer,Completed,0,5.0,27,13,1,1364.37,New,2024-09-17,2024-10-21,34,PST,batch_B_latin1,Dates came from mixed regional settings.
GM-01731,web,CUST-000759,SÃ¸ren Garcia,sren.garcia418@gmail.com,ORD-OEU28T8C,Web,Søren Garcia,43.0,,Canada,,3.0,153.41,2.5,14.2,7467.0,Apple Pay,Completed,0,3.0,572,12,1,978.33,New,2024-03-12,2024-04-14,33,CET,legacy_excel_export,Dates came from mixed regional settings.
GM-01082,marketplace,,Juan Brown,juan.brown867@yahoo.com,ORD-LI19ZA96,Marketplace,Juan Brown,32.0,,Japan,Fashion & Apparel,1.0,2763.09,12.4,1676.8,3.163,Apple Pay,Completed,0,,703,,2,1100.24,Occasional,2024-03-24,,,Europe/Zurich,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-00029,WEB,CUST-000065,Aiko Miller,aiko.miller398@gmail.com,ORD-CWT04CHS,Web,Aiko Miller,39.0,Non-Binary,Australia,Books & Media,1.0,112.22,33.7,16.98,6.32,Cash on Delivery,Cancelled,0,1.0,479,24,0,938.91,,2025-01-01,2025-01-02,1,Europe/Zurich,api_stream_v2,Some returns are recorded only in support tickets.
GM-00012,APP,CUST-000206,Jay Davis,jay.davis669@example..com,ORD-R7875AUD,Mobile App,Jay Davis,29.0,Male,Philippines,,5.0,2738.95,3.7,502.01,2.544,Cash on Delivery,Completed,0,5.0,711,23,1,10.65,New,2025-09-16,2025-10-01,15,AEST,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00382,Call Center,CUST-000451,Ana Schneider,ana.schneider370@gmai.com,ORD-7WYH1XA0,Call Center,Ana Schneider,65.0,Prefer not to say,Brazil,Home & Kitchen,,578.2,13.0,135.58,3.077,PayPal,Completed,0,4.0,794,17,1,388.82,VIP,,2024-11-06,,Europe/Zurich,batch_A_utf8,Currency conversion not yet standardized.
GM-01233,marketplace,CUST-000379,José García,jos.garca953@company.com,ORD-UQFVYXJ8,Marketplace,José García,57.0,Male,Brazil,Electronics,1.0,,12.0,84.56,6.47,Bank Transfer,Returned/Refunded,,5.0,426,0,1,1008.49,Occasional,2025-05-31,2025-11-06,159,EST,api_stream_v2,Dates came from mixed regional settings.
GM-00312,Partner API,CUST-001283,José Tan,jos.tan605@company.com,ORD-VIHW991K,Partner-API,José Tan,22.0,Female,United States,Home & Kitchen,6.0,133.82,4.3,4.27,8.92,GCash,Completed,,3.0,741,14,0,280.3,At Risk,2025-10-03,2025-11-07,35,EST,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00781,web,CUST-000216,Jürgen Kowalski,,ORD-M5WQJ2PY,Web,Jürgen Kowalski,33.0,Female,Brazil,Sports & Fitness,2.0,1960.06,13.7,629.54,6078.0,Credit Card,Completed,0,4.0,303,-5,2,622.18,VIP,2024-04-23,2024-05-05,12,AEST,legacy_excel_export,Dates came from mixed regional settings.
GM-00333,partner-api,CUST-000904,Maria Santos,maria.santos30@gmai.com,ORD-SWFS5ZUT,Partner-API,Maria Santos,50.0,,Philippines,Sports & Fitness,1.0,13442.05,29.0,505.74,3.66,,Failed,0,1.0,895,9,0,13.23,Occasional,2025-04-09,2025-04-24,15,PHT,batch_B_latin1,Dates came from mixed regional settings.
GM-00362,Call Center,CUST-000113,María Dela Cruz,mara.dela.cruz870@hotmail.com,ORD-T3QVDM6M,Call Center,María Dela Cruz,46.0,Male,Philippines,Books & Media,1.0,40.9,8.3,3.17,0.1,Cash on Delivery,Cancelled,0,4.0,486,15,0,28.09,,2025-01-29,2025-02-27,29,PHT,batch_B_latin1,Currency conversion not yet standardized.
GM-01691,WEB,CUST-000936,Aiko Cruz,aiko.cruz388@outlook.com,ORD-3QM9NFHP,Web,Aiko Cruz,74.0,Non-Binary,Switzerland,Fashion & Apparel,1.0,109.37,17.7,23.32,4637.0,Credit Card,Completed,0,2.0,188,4,0,300.51,Loyal,2025-06-08,2025-07-08,30,EST,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01658,Web ,CUST-000725,Mia Nguyễn,mia.nguyn584@hotmail.com,ORD-YC2U94CF,Web,Mia Nguyễn,75.0,,Germany,Health & Beauty,10.0,81.33,14.3,17.55,0.364,GCash,Completed,0,2.0,677,14,0,931.16,Occasional,2024-01-20,2024-01-29,9,EST,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01006,in-store,CUST-001212,André Müller,andr.mller929@company.com,ORD-WQFERC8U,In-Store,André Müller,19.0,Non-Binary,Brazil,Health & Beauty,1.0,455.13,,127.97,4.47,Cash on Delivery,Failed,0,5.0,819,12,1,1469.54,At Risk,2026-01-24,2026-02-06,13,Asia/Manila,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01442,marketplace,CUST-000154,Mateo Johnson,mateo.johnson721@hotmail.com,ORD-GBI2X8GK,Marketplace,Mateo Johnson,62.0,Female,,Fashion & Apparel,1.0,,18.9,149.68,4.341,Apple Pay,Pending,0,4.0,492,22,4,1288.97,At Risk,2025-10-16,2025-10-26,10,Asia/Manila,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-01274,in-store,CUST-001283,Olivia Kim,olivia.kim415@hotmail.com,ORD-V0O4GUHM,In-Store,Olivia Kim,60.0,Female,Japan,Sports & Fitness,2.0,15181.77,28.7,757.51,5.417,PayPal,Returned/Refunded,,5.0,435,8,0,542.47,New,,2025-11-13,,,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01870,APP,CUST-000866,Amina García,amina.garca800@company.com,ORD-K38IHEEW,Mobile App,Amina García,69.0,,United States,Home & Kitchen,,84.64,3.3,19.83,9.05369632,Bank Transfer,Returned/Refunded,,4.0,260,,0,371.04,Loyal,2025-04-24,2025-05-12,18,America/New_York,api_stream_v2,Some returns are recorded only in support tickets.
GM-02010,partner-api,CUST-000559,Aiko Dubois,aiko.dubois948@example..com,ORD-ATROFSYH,Partner-API,Aiko Dubois,68.0,Male,Germany,Sports & Fitness,4.0,207.44,39.5,17.69,1.92,Bank Transfer,Completed,0,1.0,,9,1,637.32,New,2025-05-30,2025-06-05,6,,api_stream_v2,Potential duplicate from API retry.
GM-00596,marketplace,CUST-000734,Chloé Reyes,chlo.reyes560@example..com,ORD-40D6233W,Marketplace,Chloé Reyes,,Non-Binary,Brazil,Sports & Fitness,5.0,535.3,7.5,,5.261,Apple Pay,Cancelled,0,4.0,1322,8,1,1413.04,VIP,2025-06-22,,,America/New_York,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01024,web,CUST-001267,Siti Wong,siti.wong152@yahoo.com,ORD-S4S8VD9R,Web,Siti Wong,41.0,Non-Binary,United States,Electronics,3.0,823.54,28.3,22.99,2.566,GCash,Failed,,,564,11,0,1042.01,Occasional,2024-01-28,2024-02-25,28,PHT,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01597,WEB,CUST-001050,Müller O’Connor,mller.oconnor803@outlook.com,ORD-Q5456LZD,Web,Müller O'Connor,61.0,Non-Binary,United States,Electronics,,457.78,1.1,32.32,0.162,Credit Card,Completed,,,417,15,2,424.41,New,2025-05-21,2025-06-11,21,Asia/Manila,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00600,marketplace,CUST-000844,Siti Garcia,siti.garcia402@outlook.com,ORD-H29KM14J,Marketplace,Siti Garcia,66.0,Non-Binary,Japan,Sports & Fitness,2.0,31932.46,6.1,5003.6,7.495,Unknown Card,Completed,0,4.0,263,12,1,,Occasional,2025-02-24,2025-02-27,3,GMT+1,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00903,web,CUST-000823,Mateo Lopez,mateo.lopez482@outlook.com,ORD-BGQIAT4P,Web,Mateo Lopez,66.0,Female,Singapore,Books & Media,2.0,38.41,43.9,33.07,2.74,GCash,,0,,614,1,1,0.0,Occasional,2025-07-14,2025-07-23,9,,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01592,web,CUST-000009,Amina Kowalski,amina.kowalski869@hotmail.com,ORD-7GKQQ1VF,Web,Amina Kowalski,28.0,Non-Binary,United States,Sports & Fitness,2.0,180.18,3.4,18.77,3.4699788000000003,PayPal,Shipped,0,1.0,639,19,0,529.25,New,2024-08-04,2024-08-15,11,JST,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00841,in-store,CUST-000607,Jose Núñez,jose.nez973@gmai.com,ORD-CS39ES1L,In-Store,Jose Núñez,,Male,Philippines,Fashion & Apparel,2.0,1203.59,21.9,512.94,5.709,Bank Transfer,Completed,0,2.0,,4,1,20.93,VIP,2025-01-26,2025-02-10,15,PST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00208,Store,CUST-000103,Yuki Dela Cruz,yuki.dela.cruz163@yahoo.com,ORD-VNFKMNAU,In-Store,Yuki Dela Cruz,75.0,Prefer not to say,France,Home & Kitchen,5.0,48.19,7.2,,7.716,GCash,Completed,0,4.0,295,5,1,176.47,At Risk,2024-02-25,2024-03-30,34,AEST,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00615,Mobile App,CUST-000199,Aiko García,aiko.garca405@hotmail.com,ORD-6HUJTZTZ,Mobile App,Aiko García,35.0,Female,Germany,Sports & Fitness,2.0,239.87,3.3,30.77,3.391,Debit Card,Cancelled,0,4.0,571,3,2,766.21,At Risk,2025-05-30,2025-05-30,0,UTC+8,batch_C_windows1252,Dates came from mixed regional settings.
GM-00365,Call Center,CUST-000371,Noah Smith,,ORD-830ZR121,Call Center,Noah Smith,18.0,Prefer not to say,Philippines,Sports & Fitness,1.0,12232.94,14.6,1074.73,7.682,GCash,,0,1.0,654,21,2,19.84,VIP,2025-03-02,2025-10-03,215,America/New_York,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00323,mobile,CUST-000231,María Dela Cruz,mara.dela.cruz119@gmai.com,ORD-ZUIHH6IP,Mobile App,María Dela Cruz,51.0,Male,United States,Books & Media,1.0,75.37,11.7,20.93,0.325,Apple Pay,Returned/Refunded,,2.0,0,12,3,222.52,VIP,2026-02-23,2026-03-19,24,CET,legacy_excel_export,Some returns are recorded only in support tickets.
